AVGGIFT,HV1_log,IC1_transformed,IC5_transformed,gender,TARGET_D
15.5,9.510467028999999,17.34338899,4.181352878,Male,21.0
3.08,6.458590026,16.23098438,4.150313431,Male,3.0
7.5,8.780622776666666,18.04722683,4.205056754,Female,20.0
6.7,6.200491848666668,11.73710972,4.055333475,Male,5.0
8.785714286000001,7.477123066333332,12.49486195,4.088968863,Female,10.0
13.0,7.6558985733333325,13.4476017,4.033252228,Male,16.0
11.57142857,8.920894831,18.11611805,4.21273398,Female,15.0
12.5,9.355580003666669,16.24792133,4.198414774,Male,20.0
7.846153846,8.107119651333331,16.54720085,4.259500029,Female,10.0
9.769230769,9.109745040666668,17.59375798,4.2710481080000005,Female,20.0
13.53846154,8.627014395666668,19.518055800000006,4.257683329,Female,20.0
15.33333333,8.634575868666667,18.2794177,4.209569394,Female,20.0
12.8,8.827392519333332,17.87977643,4.197639898,Male,25.0
5.125,5.777958832666668,13.70816434,4.156734822,Female,5.0
3.5555555560000003,6.6859627293333315,15.12706208,4.144642096,Female,4.0
8.875,11.993109801666666,17.76643532,4.196942906,Female,50.0
15.0,8.516273426333331,16.17997058,4.192754358,Female,25.0
7.913043478,7.888567789,14.79077793,4.196567733,U,15.0
30.75,10.773562305999999,15.9727901,4.176070092,Female,51.0
9.117647059,6.482307571333332,13.70816434,4.124112489,Female,10.0
10.04347826,8.645811941666668,13.93735133,4.186193696,Female,20.0
7.5,7.961027032333332,14.62744719,4.152223621,Male,10.0
12.07142857,7.070882962000001,15.31848535,4.156876032,Male,6.0
7.545454545,7.6805515756666685,17.96387923,4.190618053,Male,11.0
15.0,8.106017037666668,14.00476366,4.091296027,Male,20.0
7.764705882,7.0722947503333335,14.66859938,4.149064775,Male,13.0
4.652173913,6.687655098666668,17.23824412,4.173033457,Female,5.0
6.0,7.3194094036666675,14.37586418,4.210184503,Male,5.0
8.428571429,8.365602866666668,19.39862546,4.15671127,Male,8.0
18.6,7.810614675333332,19.0687594,4.207725911,Female,10.0
10.64705882,7.612087275666668,12.46723114,4.111827474,Female,20.0
7.545454545,7.713768308,17.73788071,4.214645257,Male,6.0
10.66666667,7.4181247253333344,16.72512129,4.223853362,Male,10.0
7.842105263,7.163972470333332,14.77054601,4.2021154539999985,Female,7.0
37.2,7.238561791333332,14.79077793,4.139957597,Male,10.0
20.0,8.590295294666666,14.00476366,4.15986081,Female,20.0
10.75,7.723450679666668,8.730100947,4.063833444,Female,20.0
7.285714286,7.793557475666669,19.91377111,4.2332490589999985,Female,8.0
10.27272727,7.248620232666668,13.66146857,4.1740646639999985,U,5.0
10.0,7.36368218,13.63800982,4.106477834,Male,15.0
8.64,8.998128137333332,18.74021905,4.224548748999998,Female,10.0
10.6,9.834378451333333,16.62852505,4.178227941,U,25.0
9.1875,7.383261440666669,15.59743521,4.185164208,Female,8.0
14.0,9.612202590333334,17.07048129,4.240891818,Male,25.0
13.33333333,7.386978443666668,9.842568174,4.049212811,Female,20.0
10.6,9.506062438333334,18.2523975,4.231277945,Female,16.0
7.6,8.32834158,18.41337009,4.22770853,Female,15.0
8.538461539,6.586547589666666,12.46723114,4.137263009,Female,11.0
7.133333333,8.574866922333332,15.5791307,4.211711064,Male,10.0
11.5,8.116509073666666,15.5791307,4.180826711,Male,5.0
4.0,6.6049307896666685,14.81095815,4.168442373,Male,5.0
8.954545455,9.486704655666664,16.709096,4.2594721810000005,Female,20.0
4.1,7.662764017000001,14.62744719,4.242172877,Female,3.0
10.65217391,7.492475530666669,18.41337009,4.26416649,Male,5.0
4.885769231,6.342235107333332,13.91474578,4.203826942,Female,7.0
6.818181817999999,7.660962568333333,16.61232102,4.196684588,Female,10.0
8.454545455,7.727911045666668,15.14640994,4.16321927,Male,11.0
13.46153846,7.461374709333334,15.43120882,4.1645055489999985,Female,10.0
8.793103448,6.954806490666669,18.4664248,4.208943364,Female,5.0
5.705882353,8.163877259,15.61569918,4.1489014960000015,Female,6.0
15.47727273,7.476972363,14.91109475,4.209085277,Female,12.0
7.214285714,7.359828193333333,16.11147243,4.189902828,Male,10.0
7.0,7.961932667666668,14.95079844,4.130935074,Male,20.0
11.64285714,8.948740324666666,18.76589138,4.1946983730000005,Female,20.0
7.555555556,7.488773683333332,15.65210641,4.1843208810000005,Male,10.0
4.428571429,7.014055876666667,14.07157963,4.146732957,Male,8.0
25.0,8.595824562,14.6480503,4.156286551,Male,30.0
4.894736842,7.1750070653333315,15.77828648,4.198406559,Female,7.0
7.6,8.259286990333335,18.50602228,4.1956032410000015,Male,10.0
7.9375,7.696975992,13.66146857,4.181905154,Male,9.0
4.944444444,7.117467494333331,14.56531008,4.101245149,Female,10.0
15.0,9.158530567,16.993168,4.185569755,Female,21.0
11.46153846,11.290160455333336,15.54239923,4.2140618110000005,Female,40.0
22.78571429,11.167912288666669,16.62852505,4.196617828,Female,50.0
11.55555556,7.948268054,14.85116474,4.150722664,Female,15.0
17.625,8.856107661,13.56718319,4.203779972,Female,30.0
11.11764706,8.086771252333332,15.26153242,4.177519692,Female,16.0
9.0,8.031057625999999,16.44859297,4.187186787,Female,15.0
11.44444444,7.572028514666666,12.63138249,4.117659071,Female,20.0
19.28571429,8.233936101333333,15.20417629,4.17028368,Male,25.0
6.416666667,6.865556060666669,15.99025059,4.160786225,Male,5.0
6.05,8.050656124666666,17.23824412,4.249857238,Female,8.0
5.375,6.691428687666668,14.24693524,4.133371252,Female,5.0
15.83333333,8.554439346,11.45324919,3.994450619,Female,30.0
9.118235294,8.530580167666667,15.44984564,4.072703315,Male,14.0
15.0,8.954693191,19.33836658,4.338121646,Female,5.25
4.733333333,7.192907202333332,15.52397181,4.218452722,Male,10.0
15.0,7.754288174,15.26153242,4.147726942,Female,15.0
15.0,7.548716719333331,14.9705763,4.153379553,Male,10.0
7.75,6.6212244296666665,12.3555829,4.080633794,Male,5.0
7.3,7.601826545333332,18.21172111,4.241401698,Male,10.0
13.375,7.695188090666669,14.24693524,4.128613261,Female,17.0
5.75,7.595879875,15.26153242,4.2061735260000015,Male,9.0
23.0,8.394402834000001,14.15976181,4.1492027610000015,Female,30.0
15.0,5.985011170666668,11.79854858,4.101924745,Female,5.0
14.16666667,10.045052149333332,20.04981294,4.252205922,Male,25.0
10.30769231,7.719013154,13.93735133,4.1866412,Male,12.0
25.0,8.994084121333334,14.50267386,4.192234891,Male,25.0
7.076923077000001,8.792548514,18.75306377,4.248166334,Male,6.0
12.33333333,7.86171134,15.86725799,4.137759867,Male,12.0
9.625,8.897719810666668,16.56352677,4.215845025,Female,14.0
15.0,8.081763625666666,14.6480503,4.157743155,Female,20.0
5.055555556,6.810257420666669,15.00998552,4.155146529,Female,5.0
23.85714286,10.777247727,15.26153242,4.2064108330000005,Female,42.0
11.25,7.791350057666667,13.4476017,4.191363787,Female,20.0
15.0,7.995236349,14.75026207,4.178678174,U,15.0
8.333333332999999,6.793393614666668,13.95988917,4.131733195,Female,5.0
5.6363636360000005,9.987485853333334,15.56078545,4.161648004,Male,40.0
15.14285714,7.703243334,13.35050837,4.158974362,Male,21.0
27.25,6.749946294666668,11.79854858,4.124389007,Female,5.0
5.333333333,6.724765108666668,16.51445638,4.165406435,Female,5.0
11.0,7.853943825,15.92018998,4.1995020830000005,Female,15.0
25.0,8.410796644,14.397144,4.091116947,Male,30.0
15.0,9.457401832999999,20.70423291,4.285879405,Female,15.0
3.722222222,7.355786129,17.29847741,4.232674158,Female,3.0
9.25,8.126571120666666,13.84651779,4.1566994930000005,Female,20.0
12.625,7.1377821353333335,14.26857425,4.172519562,Male,10.0
8.0,6.981801629333331,14.41836535,4.147498284,Female,10.0
14.44,7.651301902666668,13.54342221,4.154835895,Male,14.0
6.923076922999999,9.010467028999999,19.33836658,4.23628112,Male,15.0
8.833333332999999,8.395295279666666,16.709096,4.191835014,Male,20.0
4.090909091,7.304449657999999,16.54720085,4.149014558,Female,3.0
15.0,8.696001498,13.59086772,4.1235730560000015,Female,15.0
15.0,7.9928806360000015,16.5308441,4.17334071,Female,15.0
11.22727273,8.193161526666666,15.90258311,4.165777964,Male,20.0
15.35,9.495493668333333,15.29954541,4.209829195,Female,25.0
8.761904762,8.135946556,14.41836535,4.2061735260000015,Male,18.0
8.916666667000001,6.503441393666668,12.79174751,4.126925682,Female,5.0
12.90909091,7.1894409943333315,13.17740476,4.160112871,Male,10.0
20.875,8.051510171333334,17.20797511,4.215147938,Male,10.0
7.5,7.390111689333334,16.38222246,4.170661053,Female,10.0
9.0,7.306784013,15.61569918,4.145278328,Female,15.0
15.0,10.343456404,19.82205189,4.220965925,Female,30.0
4.277777778,7.209011093666668,18.31980326,4.258370735,Female,5.0
13.24,8.163441656666668,13.30147137,4.140793508,Male,20.0
8.863636364,7.0539235033333325,14.56531008,4.125929323,Female,10.0
11.14285714,9.230616228333334,17.08586353,4.258997592,Male,10.0
12.52631579,8.229110760666666,16.5308441,4.178951374,Female,20.0
20.0,9.146390515,13.84651779,4.161081749,Female,30.0
20.0,8.499698399666666,17.1776034,4.2203211660000015,Male,20.0
10.91666667,7.79710932,15.44984564,4.143201568,Male,18.0
9.6,7.934563452333332,19.90235157,4.255530231,Female,16.0
11.0,8.868582984666666,19.13068745,4.220724589,Female,20.0
10.0,7.869854779666666,14.62744719,4.213331698,Male,14.0
22.5,9.424168887333334,15.9727901,4.296631392,Female,25.0
15.0,7.8382153233333325,17.10121922,4.231508886,Male,10.0
7.5,7.466606101,16.38222246,4.201461819,Female,15.0
12.77777778,6.864018593333332,14.68909475,4.168612901,Female,10.0
5.222222222,6.949000958666668,10.47885489,4.062457332,Female,5.0
5.090909091,7.465921507666668,18.74021905,4.203489881,Female,5.0
12.0,7.304132837333332,16.34884404,4.174774042,Female,10.0
9.777777777999999,7.294287780666669,13.15233303,4.127090969,Male,20.0
17.5,7.339686493333333,14.11579859,4.065340839,Male,16.0
6.8276470589999985,5.427301960666667,12.15568938,4.098659588,Male,5.0
19.5,6.963732806,12.21340544,4.1279886910000005,U,15.0
20.0,10.161527081000001,16.64469895,4.231618105,Male,30.0
14.14285714,7.492627253333333,14.91109475,4.179505542,Female,10.0
20.5,6.833398949666666,15.43120882,4.150002477,Female,5.0
7.785714286,7.587937432333332,16.85227869,4.2205163410000015,Female,10.0
12.30769231,8.165723449,17.78067943,4.22075814,Female,15.0
11.5,8.825034028333333,12.79174751,4.148888927,Male,25.0
16.66666667,8.864850243666668,13.73140249,4.218541775,Female,20.0
11.54545455,8.555612764666666,18.57165436,4.239853353,Female,14.0
85.0,15.186632426333333,15.33738126,4.210147545,Male,100.0
4.857142857,6.951907937666667,14.00476366,4.148939195,Male,5.0
7.6,7.1156000803333335,14.72992576,4.182388595,Female,10.0
3.0,6.402732695,13.56718319,4.152760384,Female,3.0
2.944444444,6.631816017,13.4476017,4.136722466,Male,3.0
